kruskal-pc,325,3,26544025,8
kruskal-pc,325,4,30687794,8
kruskal-pc,325,5,27015806,8
kruskal-pc,325,6,26594941,8
kruskal-pc,325,7,30856508,8
kruskal-pc,325,8,26735472,8
kruskal-pc,325,9,26942188,8
kruskal-pc,325,10,28576745,8
kruskal-pc,650,1,91290296,8
kruskal-pc,650,2,90491304,8
kruskal-pc,650,3,87736234,8
kruskal-pc,650,4,85572194,8
kruskal-pc,650,5,83922930,8
kruskal-pc,650,6,83523670,8
kruskal-pc,650,7,83759902,8
kruskal-pc,650,8,86455033,8
kruskal-pc,650,9,83950616,8
kruskal-pc,650,10,83506155,8
kruskal-pc,975,1,188491698,10
kruskal-pc,975,2,176890118,10
kruskal-pc,975,3,175078355,10
kruskal-pc,975,4,173624888,10
kruskal-pc,975,5,174937310,10
kruskal-pc,975,6,174360810,10
kruskal-pc,975,7,176505146,10
kruskal-pc,975,8,173460110,10
kruskal-pc,975,9,174226306,10
kruskal-pc,975,10,180432438,10
kruskal-pc,1300,1,317931083,18
kruskal-pc,1300,2,309134156,18
kruskal-pc,1300,3,308136433,18
kruskal-pc,1300,4,310972699,18
kruskal-pc,1300,5,306417695,18
kruskal-pc,1300,6,306198666,18
kruskal-pc,1300,7,310261082,18
kruskal-pc,1300,8,305180757,18
kruskal-pc,1300,9,337630745,18
kruskal-pc,1300,10,305325465,18
kruskal-pc,1625,1,501059977,14
kruskal-pc,1625,2,478285673,14
kruskal-pc,1625,3,482528019,14
kruskal-pc,1625,4,486473674,14
kruskal-pc,1625,5,478665258,14
kruskal-pc,1625,6,498451479,14
kruskal-pc,1625,7,485083360,14
kruskal-pc,1625,8,480947637,14
kruskal-pc,1625,9,485880721,14
kruskal-pc,1625,10,503229512,14
kruskal-pc,1950,1,696809564,14
kruskal-pc,1950,2,714970539,14
kruskal-pc,1950,3,689565974,14
kruskal-pc,1950,4,682481611,14
kruskal-pc,1950,5,687847767,14
kruskal-pc,1950,6,694038370,14
kruskal-pc,1950,7,690140075,14
kruskal-pc,1950,8,684899666,14
kruskal-pc,1950,9,689370856,14
kruskal-pc,1950,10,689388395,14
kruskal-pc,2275,1,960376381,21
kruskal-pc,2275,2,952303494,21
kruskal-pc,2275,3,942245738,21
kruskal-pc,2275,4,946563555,21
kruskal-pc,2275,5,935201583,21
kruskal-pc,2275,6,953994615,21
kruskal-pc,2275,7,943801855,21
kruskal-pc,2275,8,924209414,21
kruskal-pc,2275,9,929129005,21
kruskal-pc,2275,10,937066383,21
kruskal-pc,2600,1,1206995254,25
kruskal-pc,2600,2,1244001298,25
kruskal-pc,2600,3,1215910429,25
kruskal-pc,2600,4,1204975919,25
kruskal-pc,2600,5,1207096088,25
kruskal-pc,2600,6,1192769512,25
kruskal-pc,2600,7,1218417564,25
kruskal-pc,2600,8,1194885331,25
kruskal-pc,2600,9,1205755204,25
kruskal-pc,2600,10,1219622927,25
kruskal-pc,2925,1,1617859026,23
kruskal-pc,2925,2,1570869537,23
kruskal-pc,2925,3,1596641717,23
kruskal-pc,2925,4,1596933023,23
kruskal-pc,2925,5,1627762737,23
kruskal-pc,2925,6,1594319575,23
kruskal-pc,2925,7,1575541354,23
kruskal-pc,2925,8,1616691627,23
kruskal-pc,2925,9,1577103625,23
kruskal-pc,2925,10,1577846889,23
kruskal-pc,3250,1,1937123955,27
kruskal-pc,3250,2,1917023718,27
kruskal-pc,3250,3,1930424433,27
kruskal-pc,3250,4,1920726977,27
kruskal-pc,3250,5,1928156610,27
kruskal-pc,3250,6,1925277761,27
kruskal-pc,3250,7,1939668611,27
kruskal-pc,3250,8,1930808936,27
kruskal-pc,3250,9,1914946357,27
kruskal-pc,3250,10,1926872942,27
kruskal-pc,3575,1,2346272760,26
kruskal-pc,3575,2,2338494707,26
kruskal-pc,3575,3,2332275623,26
kruskal-pc,3575,4,2339644802,26
kruskal-pc,3575,5,2321088262,26
kruskal-pc,3575,6,2301644892,26
kruskal-pc,3575,7,2316016754,26
kruskal-pc,3575,8,2329732131,26
kruskal-pc,3575,9,2391800136,26
kruskal-pc,3575,10,2332005228,26
kruskal-pc,3900,1,2774896323,28
kruskal-pc,3900,2,2749848231,28
kruskal-pc,3900,3,2753901835,28
kruskal-pc,3900,4,2745142573,28
kruskal-pc,3900,5,2806796435,28
kruskal-pc,3900,6,2779593220,28
kruskal-pc,3900,7,2747027882,28
kruskal-pc,3900,8,2740622346,28
kruskal-pc,3900,9,2758370114,28
kruskal-pc,3900,10,2714438315,28
kruskal-pc,4225,1,3362755408,31
kruskal-pc,4225,2,3379984793,31
kruskal-pc,4225,3,3403509148,31
kruskal-pc,4225,4,3363469884,31
kruskal-pc,4225,5,3382173221,31
kruskal-pc,4225,6,3410670051,31
kruskal-pc,4225,7,3375551473,31
kruskal-pc,4225,8,3399886712,31
kruskal-pc,4225,9,3297412642,31
kruskal-pc,4225,10,3293008884,31
kruskal-pc,4550,1,3889534353,35
kruskal-pc,4550,2,3917225675,35
kruskal-pc,4550,3,3917787354,35
kruskal-pc,4550,4,3897897821,35
kruskal-pc,4550,5,3909485658,35
kruskal-pc,4550,6,3906708853,35
kruskal-pc,4550,7,3912415173,35
kruskal-pc,4550,8,3811734562,35
kruskal-pc,4550,9,3930944596,35
kruskal-pc,4550,10,3829683186,35
kruskal-pc,4875,1,4526060004,37
kruskal-pc,4875,2,4524602218,37
kruskal-pc,4875,3,4508546347,37
kruskal-pc,4875,4,4532019753,37
kruskal-pc,4875,5,4481334724,37
kruskal-pc,4875,6,4505096643,37
kruskal-pc,4875,7,4399350660,37
kruskal-pc,4875,8,4393328261,37
kruskal-pc,4875,9,4452058798,37
kruskal-pc,4875,10,4389724910,37
kruskal-pc,5200,1,5083320971,38
kruskal-pc,5200,2,5172941599,38
kruskal-pc,5200,3,5107689467,38
kruskal-pc,5200,4,5065471384,38
kruskal-pc,5200,5,5072114741,38
kruskal-pc,5200,6,4982746107,38
kruskal-pc,5200,7,4927235057,38
kruskal-pc,5200,8,4945832444,38
kruskal-pc,5200,9,4968526003,38
kruskal-pc,5200,10,4940235939,38
kruskal-pc,5525,1,5563229188,43
kruskal-pc,5525,2,5648544177,43
kruskal-pc,5525,3,5587557650,43
kruskal-pc,5525,4,5559610269,43
kruskal-pc,5525,5,5501034995,43
kruskal-pc,5525,6,5443301187,43
kruskal-pc,5525,7,5455532859,43
kruskal-pc,5525,8,5470398561,43
kruskal-pc,5525,9,5438900537,43
kruskal-pc,5525,10,5426664391,43
kruskal-pc,5850,1,6710491159,37
kruskal-pc,5850,2,6738465656,37
kruskal-pc,5850,3,6737792218,37
kruskal-pc,5850,4,6709142065,37
kruskal-pc,5850,5,6591247833,37
kruskal-pc,5850,6,6605444176,37
kruskal-pc,5850,7,6570220049,37
kruskal-pc,5850,8,6591709965,37
kruskal-pc,5850,9,6595609018,37
kruskal-pc,5850,10,6648826001,37
kruskal-pc,6175,1,7391736775,44
kruskal-pc,6175,2,7401973796,44
kruskal-pc,6175,3,7462621985,44
kruskal-pc,6175,4,7302372256,44
kruskal-pc,6175,5,7201085674,44
kruskal-pc,6175,6,7283476026,44
kruskal-pc,6175,7,7222333935,44
kruskal-pc,6175,8,7244618915,44
kruskal-pc,6175,9,7230356728,44
kruskal-pc,6175,10,7210787379,44
kruskal-pc,6500,1,8203056895,54
kruskal-pc,6500,2,8220340269,54
kruskal-pc,6500,3,8172156654,54
kruskal-pc,6500,4,8081757557,54
kruskal-pc,6500,5,8033582681,54
kruskal-pc,6500,6,7968981292,54
kruskal-pc,6500,7,7973754384,54
kruskal-pc,6500,8,8016720747,54
kruskal-pc,6500,9,8006755568,54
kruskal-pc,6500,10,8018429753,54
